OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,
03821400,UNIVERSAL COLLEGE OF HEALING ARTS,NE,681121810,Proprietary,0,0,0,0,0,
03822300,Paul Mitchell The School - Madison,WI,537170000,Proprietary,6,7,33722,14,33722,
03823300,FLORIDA ACADEMY OF HEALTH & BEAUTY,FL,333112901,Proprietary,0,0,0,0,0,
03824300,"ROYAL VETERINARY COLLEGE (THE), UNIVERSITY OF LONDON",,NW1 0TU,Foreign-Public,0,0,0,0,0,
03827300,CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY,NC,282051648,Private-Nonprofit,0,0,0,0,0,
03829500,SKINWORKS SCHOOL OF ADVANCED SKINCARE,UT,841150000,Proprietary,0,0,0,0,0,
03830300,SAE INSTITUTE OF TECHNOLOGY,TN,372034310,Proprietary,235,266,3228691,530,3193716,
03831300,INSTITUTE OF HAIR DESIGN,OK,748040000,Proprietary,0,0,0,0,0,
03832400,COSMETOLOGY SCHOOL OF ARTS AND SCIENCES,ID,833181327,Proprietary,0,0,0,0,0,
03833300,AMERICAN ACADEMY OF TRADITIONAL CHINESE MEDICINE,MN,551130000,Proprietary,0,0,0,0,0,
03837300,Aveda Fredric's Institute,OH,450692794,Proprietary,48,48,392007,92,392007,
03838300,NIGHTINGALE COLLEGE,UT,841110000,Proprietary,7,10,117651,20,117651,
03838500,NORTHWEST CAREER COLLEGE,NV,891280255,Proprietary,17,17,91801,39,91801,
03839300,AVEDA INSTITUTE,NY,100131522,Proprietary,18,19,231148,38,231148,
03840300,OMEGA GRADUATE SCHOOL,TN,373216736,Private-Nonprofit,0,0,0,0,0,
03841300,Career Beauty College,TN,384643634,Proprietary,0,0,0,0,0,
03842500,CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY,FL,327010000,Proprietary,4,4,12449,8,12449,
03846300,PACIFIC LIFE BIBLE COLLEGE,,V3S 2A5,Foreign-Private,0,0,0,0,0,
03847300,CRANDALL UNIVERSITY,,E1G 3H9,Foreign-Private,0,0,0,0,0,
03853300,KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES,CA,917114817,Private-Nonprofit,10,10,243961,20,243961,
03855300,ECCLESIA COLLEGE,AR,727628159,Private-Nonprofit,7,7,51300,23,51300,
03856300,UNIVERSAL CAREER SCHOOL,FL,331744406,Proprietary,0,0,0,0,0,
03856500,FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY,FL,326015507,Private-Nonprofit,1,1,5000,2,5000,
03859300,EINE ELECTROLOGY/ESTHETICS INSTITUTE OF NE,MA,018764709,Proprietary,0,0,0,0,0,
03859400,FALMOUTH UNIVERSITY,,TR11 4RH,Foreign-Public,14,14,342472,41,342472,
03862600,Veritas Baptist College,VA,224070000,Private-Nonprofit,0,0,0,0,0,
03868300,WORLD MISSION UNIVERSITY,CA,900201789,Private-Nonprofit,0,0,0,0,0,
03868400,LOS ANGELES MUSIC ACADEMY,CA,911052540,Proprietary,34,45,963511,119,963511,
03871300,FOLSOM LAKE COLLEGE,CA,956306798,Public,0,0,0,0,0,
03872400,DIVINE MERCY UNIVERSITY,VA,222023609,Private-Nonprofit,0,0,0,0,0,
03873300,COPENHAGEN BUSINESS SCHOOL,,DK-2000,Foreign-Public,0,0,0,0,0,
03874300,CAMBRIDGE JUNIOR COLLEGE,CA,959938978,Proprietary,37,37,196748,73,196748,
03876300,CULPEPER COSMETOLOGY TRAINING CENTER,VA,227013105,Public,3,3,16357,6,16357,
03881400,ESTELLE MEDICAL ACADEMY,IL,600772269,Proprietary,4,4,10597,8,10597,
03883400,AVIATION INSTITUTE OF MAINTENANCE,VA,201094156,Proprietary,25,33,304383,65,304383,
03885300,EMPLOYMENT SOLUTIONS,KY,405173260,Private-Nonprofit,1,1,4820,4,4820,
03888300,Dragon Rises College of Oriental Medicine,FL,326015089,Private-Nonprofit,0,0,0,0,0,
03889300,STANBRIDGE UNIVERSITY,CA,926120000,Proprietary,137,156,1602273,311,1600559,
03891300,SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY,IL,606044466,Proprietary,0,0,0,0,0,
03894300,HUNTSVILLE BIBLE COLLEGE,AL,358111632,Private-Nonprofit,0,0,0,0,0,
03897400,INTERNATIONAL SPACE UNIVERSITY,,67400,Foreign-Private,0,0,0,0,0,
03900300,MEDICAL UNIVERSITY OF THE AMERICAS,,,Foreign-For-Profit,0,0,0,0,0,
03903400,AMERICAN BEAUTY SCHOOL,NY,104628003,Proprietary,0,0,0,0,0,
03903500,SOUTHERN TECHNICAL COLLEGE,FL,328090000,Proprietary,71,81,451588,202,451588,
03907300,Paul Mitchell the School Great Lakes,MI,480600000,Proprietary,11,12,61577,24,61577,
03909300,Paul Mitchell the School Logan,UT,843234679,Proprietary,0,0,0,0,0,
03910400,NATIONAL POLYTECHNIC COLLEGE,CA,907121043,Proprietary,17,19,53480,38,53480,
03912300,CREDENCE INSTITUTE OF BEAUTY,AR,716350000,Proprietary,1,1,5515,2,5515,
03914300,"CALC, INSTITUTE OF TECHNOLOGY",IL,620025946,Proprietary,4,4,20267,8,20267,
03915300,Career Quest Learning Centers,MI,489104732,Proprietary,40,41,271739,78,271739,
03917300,EVERGREEN BEAUTY AND BARBER COLLEGE,WA,982083759,Proprietary,11,12,67697,23,67697,
03921300,CAMEO COLLEGE OF ESSENTIAL BEAUTY,UT,841076134,Proprietary,1,1,10300,2,10300,
03923300,Precision Manufacturing Institute,PA,163358380,Private-Nonprofit,1,1,3946,2,3946,
03924300,HAIR ACADEMY 110 (THE),MO,635012915,Proprietary,0,0,0,0,0,
03930300,BUCHANAN BEAUTY COLLEGE,TN,371602741,Proprietary,0,0,0,0,0,
03935300,CALIFORNIA NURSES EDUCATIONAL INSTITUTE,CA,922643612,Proprietary,27,29,266966,57,266966,
03939300,Wolford College,FL,341081931,Proprietary,0,0,0,0,0,
03939600,Daytona College,FL,321748449,Proprietary,15,19,89006,41,89006,
03941300,AVE MARIA UNIVERSITY,FL,341429505,Private-Nonprofit,114,119,1290361,221,1290361,
03944300,MASSAGE THERAPY TRAINING INSTITUTE,NM,880052590,Proprietary,4,5,14401,10,14401,
03945300,UNIVERSITY OF WEST LONDON (THE),,W5 5RF,Foreign-Public,8,8,254326,24,254326,
03946300,FRANKLIN W. OLIN COLLEGE OF ENGINEERING,MA,024921200,Private-Nonprofit,4,4,85948,7,85948,
03948300,HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,PA,171012116,Private-Nonprofit,62,68,647355,131,647355,
03949300,WON INSTITUTE OF GRADUATE STUDIES,PA,190384535,Private-Nonprofit,0,0,0,0,0,
03956300,South Louisiana Community College,LA,705060000,Public,7,7,36286,14,36286,
03957300,BLUE RIDGE COMMUNITY AND TECHNICAL COLLEGE,WV,254036043,Public,4,4,16019,10,16019,
03957400,NEW COLLEGE OF FLORIDA,FL,342432109,Public,33,35,289540,65,289540,
03960300,NEW RIVER COMMUNITY AND TECHNICAL COLLEGE,WV,258132636,Public,1,1,2294,1,2294,
03962300,AMERICAN INSTITUTE OF MASSAGE THERAPY,CA,927055479,Proprietary,0,0,0,0,0,
03963300,HEALING TOUCH CAREER COLLEGE,MS,394021300,Proprietary,5,5,39254,10,39254,
03964400,International School of Beauty,CA,922602740,Proprietary,2,2,19493,4,19493,
03965300,NEW ENGLAND COLLEGE OF BUSINESS AND FINANCE,MA,021101605,Proprietary,1,1,3987,2,3987,
03965500,Hair Expressions Academy,MD,208521729,Proprietary,19,20,125495,42,125495,
03966300,VIRGINIA BEACH THEOLOGICAL SEMINARY,VA,234646847,Private-Nonprofit,0,0,0,0,0,
03968300,LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE,MI,480600000,Proprietary,3,3,22048,6,22048,
03969600,UEI COLLEGE,CA,902474201,Proprietary,167,167,1287486,310,1287486,
03970300,HANDS ON THERAPY,TX,751492294,Proprietary,1,1,7500,2,7500,
03970400,WELLSPRING SCHOOL OF ALLIED HEALTH,MO,641143313,Proprietary,7,8,51257,16,51257,
03971300,AMERICAN CAREER COLLEGE,CA,917644906,Proprietary,221,250,2087322,530,2087322,
03973300,SAE  EXPRESSION COLLEGE,CA,946081021,Proprietary,120,149,2362672,290,2354087,
03974300,"St. George's University, School of Veterinary Medicine",,,Foreign-For-Profit,0,0,0,0,0,
03974500,CALIFORNIA CAREER COLLEGE,CA,913032006,Proprietary,2,2,4056,3,4056,
03976300,MASSAGE THERAPY INSTITUTE OF COLORADO,CO,802062127,Proprietary,2,2,23755,5,23755,
03980300,CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS,CA,930128599,Public,497,504,6775888,970,6775888,
03982300,VISIBLE MUSIC COLLEGE,TN,381032710,Private-Nonprofit,22,24,323460,41,323460,
03983300,"SCHOOL OF PROFESSIONAL HORTICULTURE, N. Y. BOTANICAL GARDEN",NY,104585126,Private-Nonprofit,0,0,0,0,0,
03985300,CDA TECHNICAL INSTITUTE,FL,322084131,Proprietary,83,90,2163790,174,2163790,
03986300,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY,FL,349469022,Proprietary,11,12,335795,24,335795,
03987300,TEXAS HEALTH SCHOOL,TX,770792106,Proprietary,5,5,38307,14,38307,
03995300,UNIVERSITY OF EAST-WEST MEDICINE,CA,940853922,Proprietary,0,0,0,0,0,
03997300,ARKANSAS BEAUTY COLLEGE,AR,728013741,Proprietary,6,8,27654,15,27654,
03999300,BEAUMONT ADULT SCHOOL,CA,922235121,Public,3,5,9200,10,9200,
04001300,PALACE BEAUTY COLLEGE,CA,900064233,Proprietary,0,0,0,0,0,
04002400,ECUMENICAL THEOLOGICAL SEMINARY,MI,482013035,Private-Nonprofit,0,0,0,0,0,
04003300,BLAKE AUSTIN COLLEGE,CA,956873100,Proprietary,65,69,600350,135,600350,
04005300,UNITED STATES UNIVERSITY,CA,921084429,Proprietary,0,0,0,0,0,
04006300,NUVO COLLEGE OF COSMETOLOGY,MI,494413822,Proprietary,1,1,1500,2,1500,
04014300,P&A Scholars Beauty School,MI,482040000,Proprietary,0,0,0,0,0,
04014400,PALLADIUM TECHNICAL ACADEMY,CA,917804027,Proprietary,0,0,0,0,0,
04015300,Frankfurt School of Finance & Management gGmbH,,60322,Foreign-Private,0,0,0,0,0,
04016500,AMERICAN INSTITUTE OF BEAUTY,FL,337715901,Proprietary,9,9,51992,16,51992,
04021300,AUGUSTA SCHOOL OF MASSAGE,GA,308093185,Proprietary,0,0,0,0,0,
04021400,"AMERICAN COLLEGE, DUBLIN LIMITED (THE)",,,Foreign-Private,5,5,80300,9,69550,
04021500,CENTRAL EUROPEAN UNIVERSITY,,H-1051,Foreign-Private,0,0,0,0,0,
04028300,MOUNTAIN STATE SCHOOL OF MASSAGE,WV,253042025,Proprietary,1,1,3500,2,3500,
04029300,TRENDSETTERS OF FL. SCHOOL OF BEAUTY & BARBERING,FL,322054737,Proprietary,1,1,7500,2,7500,
04031300,SALON PROFESSIONAL ACADEMY (THE),ND,581033337,Proprietary,5,8,60418,16,60418,
04032300,YORK ST JOHN UNIVERSITY,,Y031 7EX,Foreign-Public,3,3,92616,7,92616,
04035300,TENNESSEE CAREER INSTITUTE,TN,384016335,Proprietary,4,4,11225,7,11225,
04036300,SOUTHEAST TEXAS CAREER INSTITUTE,TX,776568601,Proprietary,0,0,0,0,0,
04037300,LOS ANGELES FILM SCHOOL (THE),CA,900287300,Proprietary,518,653,8356217,1257,8356217,
04037500,ACADEMY OF HAIR DESIGN,MO,658042303,Proprietary,5,5,37224,9,37224,
04038300,ATA COLLEGE,KY,402233832,Proprietary,19,24,118363,61,118363,
04038400,AVI CAREER TRAINING,VA,220661839,Proprietary,0,0,0,0,0,
04038500,Pierpont Community & Technical College,WV,265542451,Public,49,52,301002,94,301002,
04038600,BridgeValley Community and Technical College,WV,253032735,Public,5,5,21117,9,21117,
04038700,Ideal Beauty Academy,KY,402235606,Proprietary,2,2,7433,4,7433,
04039300,Sullivan and Cogliano Training Centers,FL,330146427,Proprietary,3,3,7806,8,7806,
04040300,COMPASS CAREER COLLEGE,LA,704030653,Proprietary,25,25,110781,42,110781,
04041300,BERKS CAREER & TECHNOLOGY CENTER,PA,195339112,Public,2,2,4100,3,4100,
04041400,MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE,WV,257019311,Public,6,6,40574,12,40574,
04043300,Ace Institute of Technology,NY,100186473,Proprietary,0,0,0,0,0,
04044300,Hazelden Graduate School of Addiction Studies,MN,550120000,Private-Nonprofit,0,0,0,0,0,
04045300,NORTHWEST BEAUTY SCHOOL,TX,770911208,Proprietary,0,0,0,0,0,
04046300,HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY (THE),,,Foreign-Public,0,0,0,0,0,
04051300,Art Institute of Las Vegas (The),NV,890747737,Proprietary,413,537,4370707,1411,4370707,
04055300,Creative Hair School of Cosmetology,MI,485071227,Proprietary,0,0,0,0,0,
04057300,ASHER COLLEGE,CA,958254025,Proprietary,4,4,35930,7,35930,
04059300,TUCSON COLLEGE OF BEAUTY,AZ,857052451,Proprietary,0,0,0,0,0,
04060300,AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY,OK,741465201,Proprietary,12,16,131838,30,131838,
04065300,ROSEMAN UNIVERSITY OF HEALTH SCIENCES,NV,890142333,Private-Nonprofit,34,61,1382610,113,1382610,
04066300,CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND,AL,366061411,Proprietary,1,1,15200,2,15200,
04067300,SELMA UNIVERSITY,AL,367015232,Private-Nonprofit,21,22,96830,39,90030,
04070300,"RAPHAEL RECANATI INTERNATIONAL SCHOOL, THE INTERDISCIPLINARY CENTER",,46150,Foreign-Private,7,7,117779,23,117779,
04072300,AVEDA INSTITUTE PROVO,UT,846011008,Proprietary,3,3,19799,6,19799,
04073300,JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE,NC,286799657,Private-Nonprofit,0,0,0,0,0,
04074300,Hondros College of Nursing,OH,430813855,Proprietary,64,70,482797,142,482797,
04075300,QUEST UNIVERSITY CANADA,,V8B 0N8,Foreign-Private,12,13,222315,25,222315,
04076400,Gnomon,CA,900382616,Proprietary,37,47,1133671,127,1133671,
04080300,ASPEN UNIVERSITY,CO,802221930,Proprietary,1,1,2112,3,2112,
04082300,PROFESSIONAL CAREER TRAINING INSTITUTE,TX,770900000,Proprietary,0,0,0,0,0,
04083400,CAMBRIDGE COLLEGE OF HEALTHCARE & TECHNOLOGY,FL,334846543,Proprietary,43,54,222874,91,222874,
04085400,NEW ZEALAND COLLEGE OF CHIROPRACTIC,,1060,Foreign-Private,0,0,0,0,0,
04088300,WESTMED COLLEGE,CA,951282530,Private-Nonprofit,8,9,127185,17,127185,
04089400,CCI TRAINING CENTER,TX,760114857,Proprietary,5,5,39361,10,39361,
04092400,MAKE-UP DESIGNORY,CA,915021322,Proprietary,123,125,2141791,251,2141791,
04093300,ACADEMY OF NATURAL THERAPY,CO,806313425,Proprietary,6,9,58136,21,58136,
04095300,KING'S COLLEGE (THE),NY,100041603,Private-Nonprofit,76,76,1216744,142,1216744,
04096300,Charleston School of Law,SC,294020535,Proprietary,0,0,0,0,0,
04100300,DENMARK COLLEGE,IN,464105310,Proprietary,5,6,22860,10,22860,
04100400,TAFT UNIVERSITY SYSTEM (THE),CO,802275172,Proprietary,0,0,0,0,0,
04101300,CAROLINA SCHOOL OF BROADCASTING,NC,282148085,Proprietary,2,2,28491,4,28491,
04102300,NEW AGE TRAINING,NY,100014006,Proprietary,10,10,45265,21,45265,
04104300,ACADEMY DI CAPELLI,CT,064920000,Proprietary,13,14,89594,28,89594,
04105400,PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS,FL,325047337,Proprietary,2,2,11005,4,11005,
04106300,PALM BEACH ACADEMY OF HEALTH & BEAUTY,FL,334032130,Proprietary,7,7,24834,14,24834,
04110300,UNIVERSITY OF MANAGEMENT AND TECHNOLOGY (THE),VA,222091609,Proprietary,2,3,9359,7,9359,
04111300,WEST HILLS COLLEGE LEMOORE,CA,932459248,Public,0,0,0,0,0,
04112300,LOUISIANA CULINARY INSTITUTE,LA,708164109,Proprietary,31,44,553565,87,553565,
04113300,LEBANESE AMERICAN UNIVERSITY,,1102-2801,Foreign-Private,5,5,66062,11,66062,
04114300,NEVADA STATE COLLEGE,NV,890029455,Public,6,6,58012,11,58012,
04114400,INSTITUTE OF WORLD POLITICS (THE),DC,200361464,Private-Nonprofit,0,0,0,0,0,
04114500,Valley College of Medical Careers,CA,913042354,Proprietary,16,17,49911,32,49911,
04115300,COACHELLA VALLEY BEAUTY COLLEGE,CA,922534501,Proprietary,0,0,0,0,0,
04115600,MAYFIELD COLLEGE,CA,922347014,Proprietary,62,62,249939,121,249939,
04115900,LIVERPOOL HOPE UNIVERSITY,,L16 9JD,Foreign-Public,1,1,22935,2,22935,
04116300,EDHEC BUSINESS SCHOOL,,59057,Foreign-Private,0,0,0,0,0,
04116600,TAYLOR COLLEGE,FL,344208714,Proprietary,5,6,57919,10,57919,
04116900,DIGRIGOLI SCHOOL OF COSMETOLOGY,MA,010894623,Proprietary,7,7,16599,12,16599,
04117300,DAYTON SCHOOL OF MEDICAL MASSAGE,OH,454291111,Proprietary,51,61,286324,111,286324,
04117400,Milwaukee Career College,WI,532224305,Proprietary,1,1,8200,2,8200,
04117600,LARRY'S BARBER COLLEGE,IL,606282322,Proprietary,0,0,0,0,0,
04117700,"Monroe 2 - Orleans BOCES, Center for Workforce Development",NY,146241119,Public,0,0,0,0,0,
04117900,CHAMPION BEAUTY COLLEGE,TX,770683569,Proprietary,0,0,0,0,0,
04118000,BYZANTINE CATHOLIC SEMINARY OF SAINTS CYRIL AND METHODIUS,PA,152142229,Private-Nonprofit,0,0,0,0,0,
04118300,NORTHCOAST MEDICAL TRAINING ACADEMY,OH,442404174,Proprietary,11,12,99610,26,99610,
04118400,CHICAGO ORT TECHNICAL INSTITUTE,IL,600773210,Private-Nonprofit,0,0,0,0,0,
04118600,Tricoci University of Beauty Culture LLC,WI,535483307,Proprietary,1,2,5000,4,5000,
04118800,NEW YORK FILM ACADEMY,CA,915054068,Proprietary,187,230,6285729,441,6285729,
04119000,EASTERN WEST VIRGINIA COMMUNITY & TECHNICAL COLLEGE,WV,268360000,Public,1,1,8828,2,8828,
04119100,TECHMISSION,MO,641091845,Private-Nonprofit,0,0,0,0,0,
04119200,Eagle Rock College,CA,900102213,Proprietary,3,3,25750,6,25750,
04119400,AVEDA INSTITUTE - SOUTH FLORIDA,FL,333280000,Proprietary,29,29,169875,59,169875,
04119800,GDS Institute,CA,902802072,Proprietary,1,1,2468,2,2468,
04120000,Sunnyside Beauty Academy,WA,989448711,Proprietary,0,0,0,0,0,
04120300,Health and Style Institute,NC,274074751,Proprietary,41,44,239109,79,239109,
04120400,PAUL MITCHELL THE SCHOOL MIAMI,FL,331560000,Proprietary,15,15,54908,27,54908,
04120900,ARIZONA CULINARY INSTITUTE,AZ,852594939,Proprietary,19,19,379907,37,379907,
04121000,MYCOMPUTERCAREER.COM /TECHSKILLS,IN,462683161,Proprietary,25,26,299519,50,299519,
04121100,ELEVATE SALON INSTITUTE,MI,480673591,Proprietary,4,4,21200,8,21200,
04121200,INSTITUTE OF TAOIST EDUCATION AND ACUPUNCTURE,CO,800271028,Private-Nonprofit,0,0,0,0,0,
04121500,COLUMBIA SOUTHERN UNIVERSITY,AL,365613815,Proprietary,1,2,1747,2,1747,
04121800,CRISWELL COLLEGE,TX,752461537,Private-Nonprofit,1,1,9000,6,9000,
04122300,Grantham University,KS,662195105,Proprietary,13,15,72276,53,72276,
04123900,Lexington Healing Arts Academy,KY,405031932,Proprietary,1,1,3239,1,3239,
04124000,Dominion School of Hair Design,VA,230622221,Proprietary,0,0,0,0,0,
04124100,ELITE COLLEGE OF COSMETOLOGY,TN,383511431,Proprietary,0,0,0,0,0,
04124200,Catholic Distance University,WV,254141621,Private-Nonprofit,0,0,0,0,0,
04124500,MYCOMPUTERCAREER.COM /TECHSKILLS,OH,430820000,Proprietary,29,30,313725,52,313725,
04124700,Ambria College of Nursing,IL,601923712,Proprietary,4,4,69416,6,69416,
04125000,GENTLE HEALING SCHOOL OF MASSAGE,NJ,085123600,Proprietary,0,0,0,0,0,
04125100,MONTESSORI CASA INTERNATIONAL,CO,802307106,Private-Nonprofit,0,0,0,0,0,
04125400,PAUL MITCHELL THE SCHOOL AUSTIN,TX,787595690,Proprietary,29,35,173496,73,173496,
04125500,Manuel & Theresa's School of Hair Design,TX,778033236,Proprietary,5,6,38587,10,38587,
04125600,CAREER SCHOOL OF NY,NY,103012416,Private-Nonprofit,1,1,6423,2,6423,
04126000,PAUL MITCHELL THE SCHOOL CLEVELAND,OH,440873107,Proprietary,27,27,220502,56,220502,
04126400,CHAMPION INSTITUTE OF COSMETOLOGY,CA,922647458,Proprietary,0,0,0,0,0,
04126900,ACADEMY OF CAREER TRAINING,FL,347414644,Proprietary,0,0,0,0,0,
04127100,"UNIVERSITY OF CALIFORNIA, MERCED",CA,953435001,Public,647,741,7319803,1253,7319803,
04127200,Victoria's Academy of Cosmetology,WA,993363826,Proprietary,1,1,12000,2,12000,
04127300,COLUMBIA COLLEGE,VA,221822214,Proprietary,0,0,0,0,0,
04127400,DIGITAL MEDIA ARTS COLLEGE,FL,334873511,Proprietary,69,86,475785,152,473827,
04127500,CDE CAREER INSTITUTE,PA,183729034,Proprietary,0,0,0,0,0,
04127700,AMERICAN SENTINEL UNIVERSITY,CO,800146510,Proprietary,0,0,0,0,0,
04127900,TRIDENT UNIVERSITY INTERNATIONAL,CA,906305023,Proprietary,8,8,37585,12,37585,
04128000,MILLENNIUM TRAINING INSTITUTE,MA,018016386,Proprietary,2,2,12216,4,12216,
04128400,Miami Regional College,FL,331665473,Proprietary,21,24,97529,41,97529,
04128600,UNIVERSITY OF WORCESTER,,WR2 6AJ,Foreign-Public,0,0,0,0,0,
04128700,HERTIE SCHOOL OF GOVERNANCE,,10117,Foreign-Private,0,0,0,0,0,
04128800,BRANFORD ACADEMY OF HAIR & COSMETOLOGY,CT,064056066,Proprietary,5,5,35839,9,35839,
04129400,CENTER FOR MASSAGE & NATURAL HEALTH,NC,288018331,Proprietary,1,1,9277,2,9277,
04129800,MEDIATECH INSTITUTE,TX,752345738,Proprietary,30,44,326791,88,326791,
04129900,FLORIDA SCHOOL OF MASSAGE,FL,326085419,Proprietary,4,4,30660,8,30660,
04130100,LOUISIANA DELTA COMMUNITY COLLEGE,LA,712033618,Public,21,23,97067,39,97067,
04130200,INSTITUTE OF PRODUCTION AND RECORDING (THE),MN,554011648,Proprietary,46,61,679215,154,679215,
04130400,Shear Excellence Hair Academy,FL,336142783,Proprietary,13,13,33180,28,33180,
04130500,PACIFIC NORTHWEST UNIVERSITY OF HEALTH SCIENCES,WA,989011471,Private-Nonprofit,0,0,0,0,0,
04130600,HEALING ARTS CENTER,MO,631222104,Proprietary,2,2,14962,4,14962,
04130700,ACADEMY OF MASSAGE AND BODYWORK,DE,197011344,Proprietary,5,5,28200,10,28200,
04130800,BJ's Beauty & Barber College,WA,980025504,Proprietary,0,0,0,0,0,
04130900,Tricoci University of Beauty Culture,IN,462563317,Proprietary,39,46,253197,90,253197,
04131200,TOTAL IMAGE BEAUTY ACADEMY,NJ,070872943,Proprietary,0,0,0,0,0,
04131300,Corinth Academy of Cosmetology,MS,388344813,Proprietary,0,0,0,0,0,
04131400,Arizona Summit Law School,AZ,850044418,Proprietary,0,0,0,0,0,
04131700,SOUTHWEST UNIVERSITY AT EL PASO,TX,799256230,Proprietary,162,191,880408,397,880096,
04132400,Academy of Esthetics and Cosmetology,CA,913403373,Proprietary,0,0,0,0,0,
04132600,PAUL MITCHELL THE SCHOOL - LINCOLN,NE,685162306,Proprietary,11,12,101028,29,101028,
04132700,HEALTHCARE CAREER COLLEGE,CA,907235579,Proprietary,11,12,73703,21,71677,
04132800,INLAND MASSAGE INSTITUTE,WA,992185016,Proprietary,0,0,0,0,0,
04132900,Z HAIR ACADEMY,KS,660464040,Proprietary,22,28,176117,55,176117,
04133100,California University of Management and Sciences,CA,928011702,Private-Nonprofit,0,0,0,0,0,
04133500,ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,FL,326016811,Private-Nonprofit,0,0,0,0,0,
04133700,NEW YORK MEDICAL CAREER TRAINING CENTER,NY,113546504,Proprietary,6,7,37011,14,37011,
04134000,"John Paolo's Xtreme Beauty Institute, Goldwell Products Artistry",NY,120201245,Proprietary,5,5,19370,9,19370,
04134100,JERSEY COLLEGE,NJ,076081104,Proprietary,91,101,696134,194,696134,
04134200,LONDON CONTEMPORARY DANCE SCHOOL,,WC1H 9PY,Foreign-Private,4,4,150507,11,150507,
04134300,EVANS HAIRSTYLING COLLEGE,ID,834405277,Proprietary,0,0,0,0,0,
04134700,INTERNATIONAL PROFESSIONAL SCHOOL OF BODYWORK,CA,921231520,Proprietary,1,1,3192,1,3192,
04134800,AVEDA INSTITUTE - TALLAHASSEE,FL,323043186,Proprietary,30,31,229539,62,229539,
04135000,Cozmo Beauty School,FL,341354810,Proprietary,9,9,33353,17,33353,
04135900,Orion College,FL,333190000,Proprietary,12,13,82877,25,82877,
04136400,American Institute of Medical Sciences & Education,NJ,088543870,Proprietary,7,8,34013,16,34013,
04136500,PCCENTER,TX,752444647,Proprietary,0,0,0,0,0,
04136900,UNIVERSITY OF AESTHETICS & COSMETOLOGY,IL,606222151,Proprietary,0,0,0,0,0,
04137000,UNIVERSITY OF AESTHETICS & COSMETOLOGY (THE),IL,605154607,Proprietary,0,0,0,0,0,
04137300,CAYCE/REILLY SCHOOL OF MASSAGE,VA,234512061,Private-Nonprofit,3,3,15575,5,15575,
04137500,Tricoci University of Beauty Culture,IL,606561805,Proprietary,38,46,268334,85,268334,
04137800,AVEDA INSTITUTE COLUMBUS,OH,432141903,Proprietary,66,68,735868,129,735868,
04138200,SALON PROFESSIONAL ACADEMY (THE),WI,549143921,Proprietary,1,1,5510,2,5510,
04138400,Salon Professional Academy (The),MI,490152853,Proprietary,4,4,19388,8,19388,
04138500,HOUSTON INTERNATIONAL COLLEGE CARDIOTECH ULTRASOUND SCHOOL,TX,770991440,Proprietary,0,0,0,0,0,
04138600,ALASKA CHRISTIAN COLLEGE,AK,996699755,Private-Nonprofit,0,0,0,0,0,
04138700,Paul Mitchell the School - Pasadena,CA,911010000,Proprietary,25,26,188069,52,188069,
04139000,MIDWESTERN CAREER COLLEGE,IL,606063103,Proprietary,25,26,164710,56,164710,
04139100,Universita degli Studi di Scienze Gastronomiche,,12060,Foreign-Private,1,1,15000,2,15000,
04139400,HAIR ACADEMY (THE),ND,585014929,Proprietary,0,0,0,0,0,
04139700,FREDERICK SCHOOL OF COSMETOLOGY,MD,217010000,Proprietary,2,2,8300,4,8300,
04139800,DELAWARE COLLEGE OF ART AND DESIGN,DE,198013007,Private-Nonprofit,76,76,1399809,152,1399809,
04139900,FUTURE GENERATIONS UNIVERSITY,WV,268070000,Private-Nonprofit,0,0,0,0,0,
04140000,GLOBAL HEALTH COLLEGE,VA,223044585,Proprietary,7,10,96923,16,91139,
04140200,"Mississippi Institute of Aesthetics, Nails, & Cosmetology",MS,390565628,Proprietary,2,2,14225,6,14225,
04140500,HORIZON UNIVERSITY,IN,462362622,Private-Nonprofit,0,0,0,0,0,
04140700,AVEDA INSTITUTE CHAPEL HILL,NC,275147001,Proprietary,43,45,424930,85,424930,
04140800,NORTH FLORIDA ACADEMY,FL,320657758,Proprietary,0,0,0,0,0,
