OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,,
03008600,FLORIDA COLLEGE OF NATURAL HEALTH,FL,330641342,Proprietary,31,32,201047,58,178566,,
03008800,FRANKLIN ACADEMY,TN,373123939,Private-Nonprofit,0,0,0,0,0,,
03009400,NUVANI INSTITUTE,TX,782122840,Proprietary,0,0,0,0,0,,
03010400,CRESCENT CITY SCHOOL OF GAMING & BARTENDING,LA,701195507,Proprietary,2,2,2099,4,2099,,
03010600,VIRGINIA COLLEGE,AL,352095154,Proprietary,626,705,3690236,1675,3687126,,
03010700,PAUL MITCHELL THE SCHOOL ROANOKE,VA,240142255,Proprietary,3,3,13820,10,13820,,
03010800,FORTIS INSTITUTE,PA,165061013,Proprietary,97,111,532282,289,529164,,
03011300,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,920960001,Public,158,169,1728968,325,1728968,,
03011500,FORTIS INSTITUTE,PA,187042936,Proprietary,16,17,100392,33,100392,,
03011600,FORTIS INSTITUTE,PA,185092903,Proprietary,16,19,121515,50,121515,,
03011800,UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES,TX,782149903,Proprietary,0,0,0,0,0,,
03012300,ASM BEAUTY WORLD ACADEMY,FL,333143205,Proprietary,0,0,0,0,0,,
03014900,PLATT COLLEGE,CO,800143141,Proprietary,7,7,100768,22,100768,,
03015100,ALLIANCE CITY SCHOOLS CAREER CENTRE,OH,446012899,Public,0,0,0,0,0,,
03015300,EHOVE CAREER CENTER,OH,448469500,Public,2,2,9890,4,9407,,
03016000,UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE,PR,009850000,Public,0,0,0,0,0,,
03017800,TRAVEL INSTITUTE OF THE PACIFIC,HI,968141946,Proprietary,2,2,14533,3,14533,,
03018500,BENE'S CAREER ACADEMY,FL,346521636,Proprietary,10,10,53887,19,53887,,
03019800,PCI HEALTH TRAINING CENTER,TX,752474720,Proprietary,22,22,85668,44,85668,,
03019900,CAPSTONE COLLEGE,CA,911034201,Proprietary,1,1,3093,2,3093,,
03021500,NUVANI INSTITUTE,TX,788524859,Proprietary,1,1,8395,2,8395,,
03021900,EDIC  COLLEGE,PR,007250000,Proprietary,0,0,0,0,0,,
03022600,LE CORDON BLEU COLLEGE OF CULINARY ARTS,OR,972052793,Proprietary,163,198,1355627,377,1355085,,
03023400,ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN,AR,721145615,Proprietary,0,0,0,0,0,,
03023500,CAMELOT COLLEGE,LA,708057539,Proprietary,11,11,127595,22,127595,,
03023700,MADISON ADULT CAREER CENTER,OH,449052718,Public,0,0,0,0,0,,
03024300,VALLEY BEAUTY SCHOOL,OH,437252332,Proprietary,0,0,0,0,0,,
03024700,STILLWATER BEAUTY ACADEMY,OK,740753467,Proprietary,1,2,6954,4,6954,,
03024900,TENNESSEE ACADEMY OF COSMETOLOGY,TN,381253442,Proprietary,0,0,0,0,0,,
03025500,MECH TECH COLLEGE,PR,007256118,Proprietary,35,40,94654,78,89724,,
03025600,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,955250816,Private-Nonprofit,1,1,10518,2,10518,,
03025800,DAWN CAREER INSTITUTE,DE,198051511,Proprietary,15,15,89139,30,89139,,
03026200,HEAD'S WEST KENTUCKY BEAUTY COLLEGE,KY,424310000,Proprietary,0,0,0,0,0,,
03026500,REMINGTON COLLEGE,TX,750419935,Private-Nonprofit,379,471,2424927,866,2416599,,
03027200,BLADES SCHOOL OF HAIR DESIGN,MD,206190226,Proprietary,2,2,12192,4,12192,,
03027300,BLALOCK'S PROFESSIONAL BEAUTY COLLEGE,LA,711085745,Proprietary,0,0,0,0,0,,
03027400,XENON INTERNATIONAL ACADEMY III,CO,800141193,Proprietary,4,4,33500,8,33500,,
03027700,PACIFIC COLLEGE OF ORIENTAL MEDICINE,CA,921084408,Proprietary,5,6,85088,9,65235,,
03028200,TRINITY COLLEGE OF FLORIDA,FL,346554401,Private-Nonprofit,5,5,33103,10,33103,,
03028800,AMERICAN NATIONAL COLLEGE,TX,775873714,Proprietary,1,1,6600,1,3300,,
03029200,NU TEK ACADEMY OF BEAUTY,KY,403539767,Proprietary,0,0,0,0,0,,
03029400,UNIVERSITY OF KEELE,,ST5 5BG,Foreign-Public,0,0,0,0,0,,
03029500,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,,NE1 8ST,Foreign-Public,1,1,26000,2,26000,,
03029900,CONSOLIDATED SCHOOL OF BUSINESS,PA,176032389,Proprietary,9,9,19395,20,19395,,
03030000,OGEECHEE TECHNICAL COLLEGE,GA,304588049,Public,0,0,0,0,0,,
03030600,UTAH COLLEGE OF MASSAGE THERAPY,UT,841111606,Proprietary,109,116,685524,228,675343,,
03030700,OKLAHOMA SCHOOL OF PHOTOGRAPHY,OK,731603320,Proprietary,0,0,0,0,0,,
03030800,AMERICAN BROADCASTING SCHOOL,OK,731153334,Proprietary,2,3,13449,6,13449,,
03030900,DIESEL DRIVING ACADEMY,LA,708158109,Proprietary,7,7,44103,14,44103,,
03031400,SANFORD-BROWN COLLEGE,FL,336074800,Proprietary,216,279,2007444,682,2007444,,
03032300,SCHOOL OF AUTOMOTIVE MACHINISTS & TECHNOLOGY,TX,770551803,Proprietary,21,31,399436,65,399260,,
03032400,KC'S SCHOOL OF HAIR DESIGN,MS,388630000,Proprietary,0,0,0,0,0,,
03033300,MANCHESTER METROPOLITAN UNIVERSITY,,M15 6BH,Foreign-Public,4,4,77500,12,77500,,
03034400,CONSERVATORY OF RECORDING ARTS & SCIENCES,AZ,852821707,Proprietary,123,161,1450902,322,1450902,,
03034500,OWENSBORO COMMUNITY & TECHNICAL COLLEGE,KY,423031899,Public,0,0,0,0,0,,
03035200,TINT SCHOOL OF MAKEUP & COSMETOLOGY,TX,750514804,Proprietary,1,1,2762,2,2762,,
03035300,SOUTHERN CAREERS INSTITUTE,TX,787047667,Proprietary,107,111,674008,206,673971,,
03035700,LAS POSITAS COLLEGE,CA,945516750,Public,0,0,0,0,0,,
03035800,HERITAGE INSTITUTE,FL,322160948,Proprietary,8,8,42547,19,38865,,
03035900,NATIONAL AVIATION ACADEMY,FL,337603931,Proprietary,85,124,875578,239,843731,,
03037500,HODGES UNIVERSITY,FL,341197932,Private-Nonprofit,6,10,18650,13,18650,,
03039900,FREMONT COLLEGE,CA,907035342,Proprietary,14,18,98839,44,98839,,
03042500,CARRINGTON COLLEGE,OR,972321302,Proprietary,30,35,225748,138,223850,,
03042700,LAURUS TECHNICAL INSTITUTE,GA,300301506,Proprietary,4,4,37207,8,37207,,
03043100,THOMAS MORE COLLEGE OF LIBERAL ARTS,NH,030544818,Private-Nonprofit,12,12,131415,21,112915,,
03043200,BRIGHTWOOD COLLEGE,NV,891028618,Proprietary,59,64,413028,170,406582,,
03043900,NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,921016634,Proprietary,40,51,856677,113,856677,,
03045000,UNIVERSITY OF EAST LONDON,,E16 2RD,Foreign-Public,3,3,61500,6,61500,,
03050100,STUDIO ARTS COLLEGE INTERNATIONAL,,50123,Foreign-Private,0,0,0,0,0,,
03051400,AUBURN CAREER CENTER,OH,440779723,Public,0,0,0,0,0,,
03051900,ADLER GRADUATE SCHOOL,MN,554234638,Private-Nonprofit,0,0,0,0,0,,
03052000,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTRE,WV,261849707,Proprietary,43,52,821587,97,819716,,
03052300,KENNETH SHULER SCHOOL OF COSMETOLOGY & HAIR DESIGN,SC,298412013,Proprietary,14,14,122266,28,122266,,
03054100,ROYALE COLLEGE OF BEAUTY,CA,925902525,Proprietary,0,0,0,0,0,,
03061100,GENESIS CAREER COLLEGE,TN,370872718,Proprietary,6,6,23525,13,23525,,
03061200,MIDWEST COLLEGE OF ORIENTAL MEDICINE,WI,534039747,Proprietary,0,0,0,0,0,,
03061800,STAR COLLEGE OF COSMETOLOGY,TX,757028214,Proprietary,0,0,0,0,0,,
03062300,WESTECH COLLEGE,CA,923352411,Proprietary,31,34,164196,63,161971,,
03062700,PLATT COLLEGE,CA,918039998,Proprietary,125,156,866383,432,866383,,
03063300,NORTHWEST ARKANSAS COMMUNITY COLLEGE,AR,727125190,Public,8,8,77680,15,77680,,
03063400,MODERN TECHNOLOGY SCHOOL,CA,927081336,Proprietary,12,14,129722,28,129722,,
03064400,REGENCY BEAUTY INSTITUTE,NC,271037150,Proprietary,8,13,57803,26,57700,,
03064600,TEXAS SOUTHMOST COLLEGE,TX,785204993,Public,12,13,76247,24,76247,,
03064900,AARON'S ACADEMY OF BEAUTY,MD,206022715,Proprietary,2,2,24200,3,18150,,
03065000,PAUL MITCHELL THE SCHOOL RICHLAND,WA,993529700,Proprietary,0,0,0,0,0,,
03065100,ABC BEAUTY COLLEGE,AR,719234206,Proprietary,0,0,0,0,0,,
03065300,PAUL MITCHELL THE SCHOOL BRADLEY,IL,609149307,Proprietary,20,20,187533,39,187533,,
03066200,BRYAN UNIVERSITY,KS,666042496,Proprietary,1,2,35527,6,35527,,
03066300,BRYAN UNIVERSITY,MO,658044921,Proprietary,8,11,51409,23,48346,,
03066700,AILANO SCHOOL OF COSMETOLOGY,MA,023014740,Proprietary,0,0,0,0,0,,
03066900,INTELLITEC COLLEGE,CO,815063994,Proprietary,38,44,159804,92,159804,,
03067000,ANTONELLI MEDICAL & PROFESSIONAL INSTITUTE,PA,194649244,Proprietary,10,10,75925,19,75925,,
03067200,UNIVERSITY OF SYDNEY,,2006,Foreign-Public,2,2,76484,4,76484,,
03067500,INSTITUTE OF TECHNOLOGY,CA,936123217,Proprietary,60,74,463260,143,463260,,
03067600,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,OH,445122222,Proprietary,4,4,45287,8,45287,,
03068200,OHIO MEDIA SCHOOL,OH,441256273,Proprietary,13,13,145289,33,138990,,
03068600,SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY,MO,631271324,Public,2,2,36000,4,36000,,
03069100,ALLEN COLLEGE,IA,507031916,Private-Nonprofit,58,65,916972,119,916449,,
03069500,SAGE COLLEGE,CA,925576720,Proprietary,12,12,55209,38,55169,,
03070900,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,MO,637034507,Private-Nonprofit,10,10,44500,14,44500,,
03071600,COLLEGE OF BUSINESS & TECHNOLOGY,FL,331742407,Proprietary,61,69,298720,211,296409,,
03071800,ITT TECHNICAL INSTITUTE,WA,992161589,Proprietary,49,60,372913,141,372913,,
03071900,MOUNT CARMEL COLLEGE OF NURSING,OH,432221598,Private-Nonprofit,90,94,1342943,177,1342943,,
03072200,CHANDLER - GILBERT COMMUNITY COLLEGE,AZ,852252499,Public,3,3,60700,6,60700,,
03072300,EVEREST COLLEGE,CA,917613222,Proprietary,1,1,4272,1,4272,,
03072500,WORLD MEDICINE INSTITUTE,HI,968211759,Private-Nonprofit,0,0,0,0,0,,
03072600,DCI CAREER INSTITUTE,PA,150612307,Proprietary,6,6,49517,12,49517,,
03072700,WESTWOOD COLLEGE - LOS ANGELES,CA,900101577,Proprietary,156,212,1543919,545,1371517,,
03073800,UNIVERSITY OF DEBRECEN,,H-4032,Foreign-Public,0,0,0,0,0,,
03074400,PHAGANS' NEWPORT ACADEMY OF COSMETOLOGY CAREERS,OR,973654963,Proprietary,0,0,0,0,0,,
03074500,EAST WEST COLLEGE OF THE HEALING ARTS,OR,972322765,Proprietary,9,9,66106,15,62660,,
03075200,TWIN CITY BEAUTY COLLEGE,MI,490853305,Proprietary,22,22,154513,44,154513,,
03076100,SOUTHWESTERN COLLEGE,NM,875070000,Private-Nonprofit,0,0,0,0,0,,
03076300,BEULAH HEIGHTS UNIVERSITY,GA,303161873,Private-Nonprofit,0,0,0,0,0,,
03076400,BRYMAN SCHOOL OF ARIZONA (THE),AZ,850294919,Proprietary,7,7,37830,7,18287,,
03077200,PAUL MITCHELL THE SCHOOL MISSOURI COLUMBIA,MO,652026520,Proprietary,4,4,32222,7,32222,,
03078000,OHIO MEDIA SCHOOL,FL,331303042,Proprietary,2,2,21049,6,21049,,
03078300,VANCOUVER SCHOOL OF THEOLOGY,,V6T 1Z1,Foreign-Private,0,0,0,0,0,,
03078400,CAMEO BEAUTY ACADEMY,IL,604533196,Proprietary,6,6,28525,14,28525,,
03078500,TECHNICAL INSTITUTE OF COSMETOLOGY ARTS & SCIENCES,OK,741203610,Proprietary,0,0,0,0,0,,
03078700,UNIVERSITà COMMERCIALE LUIGI BOCCONI,,20136,Foreign-Private,0,0,0,0,0,,
03079000,ETI TECHNICAL COLLEGE OF NILES,OH,444464398,Proprietary,8,8,57913,20,57913,,
03079100,NORTH CENTRAL INSTITUTE,TN,370423116,Proprietary,2,2,21339,4,21339,,
03079200,WESTWOOD COLLEGE - DUPAGE,IL,605172321,Proprietary,35,47,339539,132,314525,,
03079900,CITY COLLEGE,FL,327143129,Private-Nonprofit,18,21,97330,59,88666,,
03080000,NEWPORT SCHOOL OF HAIRDRESSING,RI,028604038,Proprietary,0,0,0,0,0,,
03081600,DELAWARE CHENANGO MADISON OTSEGO BOCES,NY,138159554,Public,1,1,3500,2,3500,,
03081900,YTI CAREER INSTITUTE - ALTOONA,PA,166024457,Proprietary,13,13,51494,32,51494,,
03082100,MYOTHERAPY COLLEGE OF UTAH,UT,841152522,Proprietary,0,0,0,0,0,,
03083000,OZARKS TECHNICAL COMMUNITY COLLEGE,MO,658023601,Public,0,0,0,0,0,,
03083700,GALEN HEALTH INSTITUTES,KY,402071047,Proprietary,71,90,554453,204,554453,,
03083800,HEARTLAND COMMUNITY COLLEGE,IL,617619446,Public,19,23,89065,42,89065,,
03084200,VALLEY COLLEGE,WV,247403141,Proprietary,3,3,35088,6,34849,,
03084300,UNIVERSITY OF LIMERICK,,,Foreign-Public,2,2,39753,2,39753,,
03084400,VALLEY COLLEGE,WV,258012643,Proprietary,8,8,47986,13,38644,,
03084700,VENTURA ADULT AND CONTINUING EDUCATION,CA,930037313,Public,0,0,0,0,0,,
03087200,MOLER BARBER COLLEGE OF HAIR STYLING,ND,581031805,Proprietary,0,0,0,0,0,,
03088700,ROYAL CONSERVATOIRE OF SCOTLAND,,G2 3DB,Foreign-Public,6,6,129322,12,129322,,
03088800,"WATKINS COLLEGE OF ART, DESIGN & FILM",TN,372281306,Private-Nonprofit,68,73,954388,134,949913,,
03089100,GEORGIA INSTITUTE OF COSMETOLOGY,GA,306063152,Proprietary,16,16,153902,28,141296,,
03089300,HERITAGE BIBLE COLLEGE,NC,283340000,Private-Nonprofit,1,1,5288,2,5288,,
03090000,SHARP'S ACADEMY OF HAIRSTYLING,MI,484391838,Proprietary,1,1,3529,2,3529,,
03090600,COBB BEAUTY COLLEGE,GA,301442828,Proprietary,2,2,17742,4,17742,,
03090800,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,PA,165091025,Private-Nonprofit,0,0,0,0,0,,
03091300,REGENT UNIVERSITY,VA,234649800,Private-Nonprofit,131,148,1403028,256,1403028,,
03091400,UNIVERSITY OF WOLLONGONG,,2522,Foreign-Public,1,1,10301,1,10301,,
03091500,UNIVERSITY OF CANBERRA,,2601,Foreign-Public,0,0,0,0,0,,
03091700,POZNAN UNIVERSITY OF MEDICAL SCIENCES,,61- 701,Foreign-Public,0,0,0,0,0,,
03092500,NOTTINGHAM TRENT UNIVERSITY,,NG1 4BU,Foreign-Public,0,0,0,0,0,,
03092600,MESSENGER COLLEGE,TX,760404246,Private-Nonprofit,43,43,434329,54,434329,,
03092700,SKYLINE COLLEGE,VA,240121603,Proprietary,1,1,4563,1,4563,,
03094400,MARINELLO SCHOOL OF BEAUTY,CA,958412909,Proprietary,36,46,147099,82,147099,,
03094800,INDUSTRIAL MANAGEMENT & TRAINING INSTITUTE,CT,067061211,Proprietary,3,3,39333,6,38069,,
03095000,RMIT UNIVERSITY,,3000,Foreign-Public,4,4,71931,8,71931,,
03095400,BOND UNIVERSITY,,4229,Foreign-Private,5,6,242188,12,242188,,
03095500,ASA COLLEGE,NY,112015208,Proprietary,77,88,531827,171,512727,,
03095900,ESSEC BUSINESS SCHOOL,,F-95021,Foreign-Private,0,0,0,0,0,,
03096100,LA TROBE UNIVERSITY,,3083,Foreign-Public,1,1,20586,1,20586,,
03096200,CHARLES STUART SCHOOL,NY,112292004,Proprietary,0,0,0,0,0,,
03096300,FORTIS INSTITUTE,FL,338600000,Proprietary,0,0,0,0,0,,
03096500,SPRINGFIELD BEAUTY ACADEMY,VA,220033016,Proprietary,0,0,0,0,0,,
03097000,MERCY COLLEGE OF OHIO,OH,436041132,Private-Nonprofit,70,84,675724,142,675724,,
03097200,AESTHETICS INSTITUTE OF COSMETOLOGY,MD,208772631,Proprietary,0,0,0,0,0,,
03097700,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION,CA,934016739,Proprietary,0,0,0,0,0,,
03097800,CARSTEN INSTITUTE OF COSMETOLOGY,NY,100176302,Proprietary,18,19,95412,34,89787,,
03098000,ST. JOHN'S COLLEGE OF NURSING,IL,627025321,Private-Nonprofit,4,4,37852,6,31352,,
03098200,YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,CA,900661103,Private-Nonprofit,0,0,0,0,0,,
03098600,CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY,PA,185081475,Public,0,0,0,0,0,,
03098700,MILAN INSTITUTE,CA,922116030,Proprietary,13,13,71846,28,71846,,
03099000,CORTIVA INSTITUTE - SEATTLE,WA,981095474,Proprietary,20,21,120200,41,120200,,
03099700,CAINS BARBER COLLEGE,IL,606153510,Proprietary,0,0,0,0,0,,
03099800,ILLINOIS SCHOOL OF HEALTH CAREERS,IL,606036337,Proprietary,0,0,0,0,0,,
03100000,UNIVERSITY OF ADELAIDE (THE),,5005,Foreign-Public,0,0,0,0,0,,
03100100,PARAMOUNT BEAUTY ACADEMY,OH,456624136,Proprietary,1,1,7500,2,7500,,
03100400,COCONINO COUNTY COMMUNITY COLLEGE,AZ,860052701,Public,27,30,267175,54,267175,,
03100700,CARROLL COMMUNITY COLLEGE,MD,211576913,Public,6,6,30662,11,30662,,
03100900,LUTHER RICE COLLEGE & SEMINARY,GA,300382454,Private-Nonprofit,0,0,0,0,0,,
03101000,NEW DIMENSION SCHOOL OF HAIR DESIGN,MO,648015017,Proprietary,1,1,7100,2,7100,,
03101300,GRANITE STATE COLLEGE,NH,033016400,Public,7,7,35528,19,35528,,
03101400,FORBES ROAD CAREER AND TECHNOLOGY CENTER,PA,151461550,Public,0,0,0,0,0,,
03101800,ILLINOIS MEDIA SCHOOL,IL,601487015,Proprietary,11,11,99273,26,96426,,
03101900,TRINITY BAPTIST COLLEGE,FL,322211398,Private-Nonprofit,13,14,93777,27,93603,,
03102000,"RIVERTOWN SCHOOL OF BEAUTY, BARBER, SKIN CARE AND NAILS",GA,319044747,Proprietary,4,4,17995,8,17995,,
03102100,MORGANTOWN BEAUTY COLLEGE,WV,265055430,Proprietary,6,8,35732,16,35732,,
03102500,AMERICAN UNIVERSITY OF ROME,,00153,Foreign-Private,32,35,764769,61,764769,,
03102800,ROBERT GORDON UNIVERSITY,,AB10   1FR,Foreign-Public,0,0,0,0,0,,
03103300,JNA INSTITUTE OF CULINARY ARTS,PA,191463119,Proprietary,0,0,0,0,0,,
03103700,ADIRONDACK BEAUTY SCHOOL,NY,128013158,Proprietary,1,1,5000,2,5000,,
03103800,SOUTHERN SCHOOL OF BEAUTY,OK,747015008,Proprietary,4,4,21363,8,21363,,
03104000,SHAWSHEEN VALLEY TECHNICAL HIGH SCHOOL,MA,018215499,Public,0,0,0,0,0,,
03104200,CAROLINAS COLLEGE OF HEALTH SCIENCES,NC,282032861,Public,3,3,18500,3,18500,,
03104300,CAREER TECHNICAL INSTITUTE,DC,200053521,Proprietary,15,15,132264,28,121349,,
03104500,ATLANTA INSTITUTE OF MUSIC AND MEDIA,GA,300964988,Proprietary,35,35,584224,103,580349,,
03104800,GRIFFITH UNIVERSITY,,4111,Foreign-Public,3,3,94580,6,94580,,
03104900,SULLIVAN COUNTY BOARD OF COOPERATIVE EDUCATIONAL SERVICES (BOCES),NY,127542116,Public,0,0,0,0,0,,
03105200,BAPTIST HEALTH COLLEGE LITTLE ROCK,AR,722102820,Private-Nonprofit,12,12,79994,23,79994,,
03106000,MISSOURI STATE UNIVERSITY - WEST PLAINS,MO,657752715,Public,8,9,33664,16,33664,,
03106200,FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY,LA,708084345,Private-Nonprofit,45,49,542306,86,542306,,
03106500,SENTARA COLLEGE OF HEALTH SCIENCES,VA,233202843,Private-Nonprofit,27,28,183515,45,183515,,
03106900,ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA,PR,006620457,Proprietary,0,0,0,0,0,,
03107000,SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,AZ,852821751,Private-Nonprofit,0,0,0,0,0,,
03108100,SUMMIT COLLEGE,CA,923243956,Proprietary,53,54,396720,100,395605,,
03108200,FRANCOIS D. COLLEGE OF HAIR SKIN & NAILS,UT,841292004,Proprietary,1,1,305,2,305,,
03108500,EVERGLADES UNIVERSITY,FL,334310000,Private-Nonprofit,40,52,432984,102,432984,,
03108700,ROYAL BEAUTY CAREERS,TX,770694611,Proprietary,0,0,0,0,0,,
03109000,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,276147076,Proprietary,88,98,1968677,262,1888446,,
03109100,METROPOLITAN CAREER CENTER/COMPUTER TECHNOLOGY INSTITUTE,PA,191224021,Private-Nonprofit,0,0,0,0,0,,
03109500,DONGGUK UNIVERSITY LOS ANGELES,CA,900201765,Private-Nonprofit,0,0,0,0,0,,
03109800,PONCA CITY BEAUTY COLLEGE,OK,746014201,Proprietary,0,0,0,0,0,,
03110300,SALON ACADEMY (THE),MI,490361139,Proprietary,2,2,8000,4,8000,,
03110700,AVIATION INSTITUTE OF MAINTENANCE,PA,191141017,Proprietary,9,9,44138,18,44138,,
03110800,BAKKE GRADUATE UNIVERSITY,TX,752437039,Private-Nonprofit,0,0,0,0,0,,
03110900,HOUSE OF HEAVILIN OF BLUE SPRINGS,MO,640839195,Proprietary,0,0,0,0,0,,
03112100,DEWEY UNIVERSITY,PR,009159538,Private-Nonprofit,0,0,0,0,0,,
03113300,UEI COLLEGE,CA,937265398,Proprietary,96,96,889812,184,889812,,
03113400,ACADEMY OF PALM BEACH,FL,334632113,Proprietary,1,1,2288,1,1144,,
03113600,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,928015454,Proprietary,53,61,422659,174,411784,,
03114700,PRAXIS INSTITUTE,FL,331352657,Proprietary,15,17,89782,34,84570,,
03115000,ARIZONA COLLEGE,AZ,853023843,Proprietary,22,24,154524,62,154524,,
03115100,HERITAGE COLLEGE,OK,731492706,Proprietary,17,19,125758,37,125756,,
03115200,MOTORING TECHNICAL TRAINING INSTITUTE,MA,027715933,Proprietary,44,48,330492,93,327894,,
03115300,GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES,NY,140201099,Public,0,0,0,0,0,,
03115500,ADVENTIST UNIVERSITY OF HEALTH SCIENCES,FL,328031237,Private-Nonprofit,40,51,425837,111,425837,,
03115800,BRIGHTWOOD COLLEGE,TX,782384203,Proprietary,51,55,267800,143,261099,,
03116100,VOGUE BEAUTY AND BARBER SCHOOL,GA,301412226,Proprietary,3,4,20776,8,20776,,
03116300,OHIO COLLEGE OF MASSOTHERAPY,OH,443211363,Private-Nonprofit,0,0,0,0,0,,
03116600,EAST SAN GABRIEL VALLEY ROP AND TECHNICAL CENTER,CA,917902105,Public,0,0,0,0,0,,
03116900,BAPTIST THEOLOGICAL SEMINARY AT RICHMOND,VA,232286507,Private-Nonprofit,0,0,0,0,0,,
03117000,ASHLAND COUNTY - WEST HOLMES CAREER CENTER - ADULT EDUCATION,OH,448050000,Public,0,0,0,0,0,,
03120300,COLLEGEAMERICA - FLAGSTAFF,AZ,860013936,Proprietary,11,12,56723,24,56723,,
03120700,NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE),NY,100114225,Proprietary,106,114,2699177,218,2699177,,
03120800,KAY HARVEY HAIRDRESSING ACADEMY,MA,010892701,Proprietary,0,0,0,0,0,,
03122600,EASTERN INTERNATIONAL COLLEGE,NJ,073063906,Proprietary,21,27,180397,49,171747,,
03122900,YORK COUNTY COMMUNITY COLLEGE,ME,040900529,Public,0,0,0,0,0,,
03123900,SOUTHEASTERN COLLEGE,FL,334110000,Proprietary,34,36,243243,67,237904,,
03124000,NORTHWESTERN TECHNOLOGICAL INSTITUTE,MI,480752412,Proprietary,5,5,30010,9,30010,,
03124900,IMAGINE - PAUL MITCHELL PARTNER SCHOOL,AR,721172516,Proprietary,29,29,168599,64,168599,,
03125600,MIAMI AD SCHOOL,FL,331275203,Proprietary,4,4,114665,12,114665,,
03125800,PREMIERE CAREER COLLEGE,CA,917063746,Proprietary,32,36,209940,72,209940,,
03126300,AVIATION INSTITUTE OF MAINTENANCE,VA,233205987,Proprietary,5,5,59366,10,59366,,
03126400,CENTURA COLLEGE,VA,232355230,Proprietary,5,5,34464,9,34464,,
03126800,PACIFICA GRADUATE INSTITUTE,CA,930133019,Proprietary,0,0,0,0,0,,
03126900,STYLES & PROFILES BEAUTY COLLEGE,TN,383752109,Proprietary,0,0,0,0,0,,
03127500,ADVANCED TECHNOLOGY INSTITUTE,VA,234622409,Proprietary,89,130,826997,258,813301,,
03128100,COLLEGE OF HEALTH CARE PROFESSIONS (THE),TX,770928541,Proprietary,109,119,712795,231,712795,,
03128400,DELAWARE COUNTY TECHNICAL SCHOOL,PA,190081928,Public,2,2,3500,3,3500,,
03128500,NATIONAL LATINO EDUCATION INSTITUTE,IL,606092205,Private-Nonprofit,0,0,0,0,0,,
03128700,MT. SIERRA COLLEGE,CA,910163414,Proprietary,43,49,326287,122,285396,,
03129100,FOND DU LAC TRIBAL AND COMMUNITY COLLEGE,MN,557202984,Public,3,3,12000,6,12000,,
03131300,FIVE BRANCHES UNIVERSITY,CA,950624669,Proprietary,0,0,0,0,0,,
03140600,SOUTHERN CROSS UNIVERSITY,,2480,Foreign-Public,0,0,0,0,0,,
03144300,NATIONAL BEAUTY COLLEGE,TX,751194749,Proprietary,0,0,0,0,0,,
03144400,AMERICAN COLLEGE OF HEALTHCARE,CA,925053038,Proprietary,25,26,214156,49,214156,,
03148300,AMERICAN BEAUTY ACADEMY,MD,209021911,Proprietary,42,43,269316,75,242090,,
03150400,"UNIVERSITY OF TECHNOLOGY, SYDNEY",,2007,Foreign-Public,1,2,37078,4,37078,,
03150500,A - TECHNICAL COLLEGE,CA,900153535,Proprietary,5,5,7699,10,7699,,
03153300,AMERICAN COLLEGE OF ACUPUNCTURE & ORIENTAL MEDICINE,TX,770634104,Proprietary,0,0,0,0,0,,
03155500,OCONEE FALL LINE TECHNICAL COLLEGE,GA,310826179,Public,0,0,0,0,0,,
03156300,ESTRELLA MOUNTAIN COMMUNITY COLLEGE,AZ,853921010,Public,0,0,0,0,0,,
03156400,AOMA GRADUATE SCHOOL OF INTEGRATIVE MEDICINE,TX,787451479,Proprietary,0,0,0,0,0,,
03159300,ARLINGTON MEDICAL INSTITUTE,TX,760062317,Proprietary,2,2,17711,4,17711,,
03160300,AVTEC - ALASKA'S INSTITUTE OF TECHNOLOGY,AK,996640889,Public,0,0,0,0,0,,
03162300,FOUR-D COLLEGE,CA,923244218,Proprietary,21,23,212186,40,187709,,
03163300,PACIFIC STATES UNIVERSITY,CA,900102263,Private-Nonprofit,0,0,0,0,0,,
